Key,Type,Desc,English,Italian,Verify
NEW_ACHIEVEMENT_19_18_DESC,Text,,Build a boat in mission 3 within 3 months,Costruisci una barca nella missione 3 entro 3 mesi,
NEW_ACHIEVEMENT_19_19_NAME,Text,,All The Science Challenge - LEGENDARY,Sfida Fantascienza - LEGGENDARIO,
NEW_ACHIEVEMENT_19_19_DESC,Text,,Research all the technologies in mission 5 within 1 year 6 months,Ricerca tutte le tecnologie nella missione 5 entro 1 anno e 6 mesi,
NEW_ACHIEVEMENT_19_20_NAME,Text,,All The Science Challenge - CHAMPION,Sfida Fantascienza - CAMPIONE,
NEW_ACHIEVEMENT_19_20_DESC,Text,,Research all the technologies in mission 5 within 1 year 9 months,Ricerca tutte le tecnologie nella missione 5 entro 1 anno e 9 mesi,
NEW_ACHIEVEMENT_19_21_NAME,Text,,All The Science Challenge - EXPERT,Sfida Fantascienza - ESPERTO,
NEW_ACHIEVEMENT_19_21_DESC,Text,,Research all the technologies in mission 5 within 2 years,Ricerca tutte le tecnologie nella missione 5 entro 2 anni,
NEW_ACHIEVEMENT_19_22_NAME,Text,,Bootlegger Challenge - LEGENDARY,Sfida Contrabbandiere - LEGGENDARIO,
NEW_ACHIEVEMENT_19_22_DESC,Text,,Store 100 beer on each of the five islands in mission 7 within 9 months,Deposita 100 birre in ciascuna delle cinque isole della missione 7 entro 9 mesi,
NEW_ACHIEVEMENT_19_23_NAME,Text,,Bootlegger Challenge - CHAMPION,Sfida Contrabbandiere - CAMPIONE,
NEW_ACHIEVEMENT_19_23_DESC,Text,,Store 100 beer on each of the five islands in mission 7 within 10 months,Deposita 100 birre in ciascuna delle cinque isole della missione 7 entro 10 mesi,
NEW_ACHIEVEMENT_19_24_NAME,Text,,Bootlegger Challenge - EXPERT,Sfida Contrabbandiere - ESPERTO,
NEW_ACHIEVEMENT_19_24_DESC,Text,,Store 100 beer on each of the five islands in mission 7 within 11 months,Deposita 100 birre in ciascuna delle cinque isole della missione 7 entro 11 mesi,
NEW_ACHIEVEMENT_19_25_NAME,Text,,Supplier Challenge - LEGENDARY,Sfida Fornitore - LEGGENDARIO,
NEW_ACHIEVEMENT_19_25_DESC,Text,,Sell one of each resource without purchasing anything in mission 8 within 9 months,Vendi un tipo di ciascuna risorsa senza comprare nulla nella missione 8 entro 9 mesi,
NEW_ACHIEVEMENT_19_26_NAME,Text,,Supplier Challenge - CHAMPION,Sfida Fornitore - CAMPIONE,
NEW_ACHIEVEMENT_19_26_DESC,Text,,Sell one of each resource without purchasing anything in mission 8 within 10 months,Vendi un tipo di ciascuna risorsa senza comprare nulla nella missione 8 entro 10 mesi,
NEW_ACHIEVEMENT_19_27_NAME,Text,,Supplier Challenge - EXPERT,Sfida Fornitore - ESPERTO,
NEW_ACHIEVEMENT_19_27_DESC,Text,,Sell one of each resource without purchasing anything in mission 8 within 11 months,Vendi un tipo di ciascuna risorsa senza comprare nulla nella missione 8 entro 11 mesi,
TutorialDialogues_T1_ExplainFood,Text,,"The other <bd>Residence</bd> need was <cat>Food</cat>. This means <it>Fish</it>, <it>Meat</it> or <it>Vegetables</it>.","L'altra necessità della <bd>Residenza</bd> era <cat>Cibo</cat>. Questo significa <it>Pesce</it>, <it>Carne</it> o <it>Verdure</it>.",
SpeedRun_Challenges,Text,Title of the speed run challenges panel,Challenges,Sfide,
Challenge_0_Name,,,Boatbuilder,Barcaiolo,
Challenge_1_Name,,,All The Science,Fantascienza,
Challenge_2_Name,,,Bootlegger,Contrabbandiere,
Challenge_3_Name,,,Supplier,Fornitore,
Challenge_0_Task,,,Build a boat in mission 3,Costruisci una barca nella missione 3,
Challenge_1_Task,,,Research all the technologies in mission 5,Ricerca tutte le tecnologie nella missione 5,
Challenge_2_Task,,,Store 100 beer on each of the five islands in mission 7,Deposita 100 birre in ciascuna delle cinque isole della missione 7,
Challenge_3_Task,,,Sell one of each resource without purchasing anything in mission 8,Vendi un tipo di ciascuna risorsa senza comprare nulla nella missione 8,
Challenge_0_Time_0,,,2 months,2 mesi,
Challenge_0_Time_1,,,2.5 months,2.5 mesi,
Challenge_0_Time_2,,,3 months,3 mesi,
Challenge_1_Time_0,,,1 year 6 months,1 anno 6 mesi,
Challenge_1_Time_1,,,1 year 9 months,1 anno 9 mesi,
Challenge_1_Time_2,,,2 years,2 anni,
Challenge_2_Time_0,,,9 months,9 mesi,
Challenge_2_Time_1,,,10 months,10 mesi,
Challenge_2_Time_2,,,11 months,11 mesi,
Challenge_3_Time_0,,,9 months,9 mesi,
Challenge_3_Time_1,,,10 months,10 mesi,
Challenge_3_Time_2,,,11 months,11 mesi,
Challenge_Grade_0,,,LEGENDARY,LEGGENDARIO,
Challenge_Grade_1,,,CHAMPION,CAMPIONE,
Challenge_Grade_2,,,EXPERT,ESPERTO,
GameSettingsInvertZoom,,,Invert zoom,Inverti zoom,
GameSettingsEightSpeed,,,Enable 8x speed,Attiva velocità 8x,
ChallengeComplete,,,Challenge Complete!,Sfida completata!,
ChallengeComplete_Message3,,(Modest praise),Congratulations! You achieved the EXPERT rank!,Congraturazioni! Hai ottenuto il rank ESPERTO!,
ChallengeComplete_Message2,,(High praise),Amazing! You achieved the CHAMPION rank!,Fantastico! Hai ottenuto il rank CAMPIONE!,
ChallengeComplete_Message1,,(Highest praise),Incredible! You achieved the LEGENDARY rank!,Incredibile! Hai ottenuto il rank LEGGENDARIO!,
EntityTransportBoatStorageUnloadingEmpty,,,There are no resources to be unloaded,Non ci sono risorse da scaricare,
EntityTransportBoatStorageUnloadingHeader,,{0}: number of resources to be unloaded,Unloading ({0}),Scaricando ({0}),
VehicleStatusDocked,,"{0}: number of resources being unloaded
{1}: number of resources being loaded",Unloading ({0}) & loading ({1}),Scaricando ({0}) & caricando ({1}),
VehicleStatusQueueing,,{0}: name of harbour,Queueing at {0},In coda presso {0},
VehicleStatusHeading,,{0}: name of harbour/train station,Heading to {0},Diretto verso {0},
EntityBuildingTransportConnectionsNoTrainRoutes,,(This train station has no train routes that stop here),No train routes,Non ci sono tratte ferroviarie,
SandboxFreeResourceCreation,,ability to generate resources for fre at a storage yard,Free Storage Yard Resources,Risorse gratis al Deposito,
FreeResourceCreationCreateResources,,button to create free resources,Create Resources,Crea Risorse,
ImportRuleConstructionWarning,,,"Please note that import rules also apply to sourcing construction resources. Are you sure you want to add this import rule before {0} is finished?

Hold [{1}] to skip this message.","Ricorda che le regole di importazione si applicano anche alle risorse per la costruzione. Sei sicuro di voler aggiungere questa regola prima che {0} sia finito?

Tieni premuto [{1}] per saltare questo messaggio.",
Scenario_13_Description,,,Claim victory over your anthrobotic foes.,Guadagnati la vittoria sui tuoi nemici umanoidi.,
Scenario_13_Name,,,The Three Hills,Le Tre Colline,
BugReport_CopyClipboard,,(path means path of the bug report file on your computer),Copy path to clipboard,Copia percorso file negli appunti,
NowAvailableInLanguage,,"!!! Replace English with the name of your language in your language!
(The Colonists is) now available in English!",Now available in English!,Ora disponibile in Italiano!,
Tip_21,,,Hold [Alt] when placing a building to have its construction instantly paused,Tieni premuto [Alt] quando piazzi un edificio per mettere subito in pausa la sua costruzione,
DevBuildIntro,,,"Welcome to the development build of The Colonists!

Please be aware that you may find extra bugs in this version of the game.

You may also get potential bug alerts pop up, please still report these if it's the first one in your game session.

Thanks!","Benvenuto nella build in sviluppo di The Colonist!

Tieni a mente che potresti trovare ulteriori bug in questa versione del gioco.

Potresti anche vedere degli avvisi di errore apparire, per favore riportali la prima volta che ti appaiono.

Grazie!",
UnlockAllMissions,,,Unlock all missions,Sblocca tutte le missioni,
MilitaryTargetsTooltip,,{0}: number of targets,Targets in range: {0},Bersagli nel raggio: {0},
UnitState_HeadingToJob,,"Generic message for a bot heading to a job, e.g. lumberjack, road layer",Heading to job,Diretto al lavoro,
ItemInfoConsumption_PriorityBuildings,,(On resource demand panel) Header for list of buildings that have been prioritised,Prioritised Buildings,Edifici con Priorità,
GameFailed_Header,,,Oh no!,Oh no!,
GameFailed_Message,,,You lost your colony ship and have been defeated...,Hai perso la tua Nave della Colonia e sei stato sconfitto...,
GameFailed_Retry,,,Retry Mission,Riprova Missione,
GameFailed_ContinueWatch,,(continue to watch the game),Watch,Osserva,
AI_Player_Name,,"{0}: number e.g. ""AI Player 1""",AI Player {0},Giocatore AI {0},
InfoPanel_MissionInfo,,"Header for panel containing general information, name, creator etc",Mission Info,Informazioni Missione,
InfoPanel_MedalTimes,,Header for panel which tells you which times you need to achieve to earn what medals,Medal Times,Tempi Medaglie,
MedalColour_Gold,,Medal colour,Gold,Oro,
MedalColour_Silver,,Medal colour,Silver,Argento,
MedalColour_Bronze,,Medal colour,Bronze,Bronzo,
MissionInfo_SandboxEdit,,Button to change the sandbox settings,Change Settings,Cambia Impostazioni,
MissionInfo_WorkshopOpen,,Button to open the Steam Workshop page for the map being played,Open in Steam Workshop,Apri nello Steam Workshop,
MissionInfo_MapEditorTest,,Mission name when testing a custom map,Map Editor Test,Test Editor Mappe,
CampaignMissionTitleNumber,,"{0}: number, e.g. Campaign Mission 7",Campaign Mission {0},Missione Campagna {0},
EditSandbox_Title,,Title of window for changing sandbox settings in-game,Sandbox Settings,Impostazioni Sandbox,
EditSandbox_Save,,Button to save the settings,Save Settings,Salva Impostazioni,
EditSandbox_RevertWarning,,When a settings is selected that cannot be reverted later on (e.g. researching all tech),Warning! Cannot be reverted,Attenzione! Non può essere annullata,
AlertPanel_Title,,Title of generic warning window - e.g. when you click to destroy a building,Alert,Attenzione,
MapEditor_MaxVictoryConditions,,When the user has created the maximum allowable number of victory conditions,Maximum conditions reached!,Numero massimo di condizioni raggiunto!,
EntityBoatyardDockCancelConstruction,,Button to cancel construction of the current boat,Cancel Construction,Annulla Costruzione,
RandomMap,,Procedurally generated maps,Random Map,Mappa Random,
RandomMap_Water0,,Little water on the map,Little,Poca,
RandomMap_Water1,,Some amount of water on the map,Some,Standard,
RandomMap_Water2,,Lots of water on the map,Lots,Tanta,
RandomMap_Water,,Water (for the random map),Water,Acqua,
ModManager,,Panel for managing player created mods,Mod Manager,Mod Manager,
ModManager_NoMods,,,No mods found,Nessuna mod rilevata,
RandomMap_NaturalResources0,,Few resources available,Few,Poche,
RandomMap_NaturalResources1,,Moderate amount of resources available,Normal,Normali,
RandomMap_NaturalResources2,,Plenty of resources available,Lots,Tante,
RandomMap_Size0,,{0}: size of map e.g. Small (200),Small ({0}),Piccola ({0}),
RandomMap_Size1,,{0}: size of map e.g. Small (200),Medium ({0}),Media ({0}),
RandomMap_Size2,,{0}: size of map e.g. Small (200),Large ({0}),Grande ({0}),
RandomMap_Size3,,{0}: size of map e.g. Small (200),Huge ({0}),Enorme ({0}),
Advice_3_Name_Single,,,One of your buildings is not connected to your road network!,Uno dei tuoi edifici non è connesso alla tua rete stradale!,
Advice_3_Name_Plural,,<amount>: any number more than one,<amount> of your buildings are not connected to your road network!,<amount> dei tuoi edifici non sono connessi alla tua rete stradale!,
RandomMap_Seed,,https://en.wikipedia.org/wiki/Random_seed,Seed,Seed Random,
RandomMap_GenSeed,,(Generate) new (seed),New,Nuovo,
RandomMap_Biome,,,Biome,Bioma,
RandomMap_Biome0,,,Default,Default,
RandomMap_Biome1,,,Snow,Neve,
RandomMap_Biome2,,,Desert,Deserto,
TutorialDialogues_T2_SoloInstructionsB1,,,"It's time to build this colony on your own!
First, remind yourself of the mission goals by opening the mission info panel in the top left of the screen.","È tempo di costruire questa colonia da solo!
Innanzitutto, riguardati gli obiettivi della missione aprendo il pannello delle informazioni sulla missione nella parte superiore sinistra dello schermo.",
TutorialDialogues_T2_SoloInstructionsB2,,,"As you can see, the goal for this mission is to build a small monument.
You can also see the times required to earn each of the medals.","Come puoi vedere, l'obiettivo di questa missione è costruire un piccolo monumento.
Puoi anche vedere i tempi necessari per guadagnare ciascuna medaglia.",
TutorialDialogues_T2_SoloInstructionsB3,,,"Now open the advisor panel, again in the top left, where you can see advice about what to do or build next.","Ora apri il pannello dei suggerimenti, sempre in alto a sinistra, dove puoi vedere i consigli su cosa fare o costruire successivamente.",
TutorialDialogues_T2_SoloInstructionsB4,,,"Great! This is where I'll give you advice, warnings and tips if you need them.
You can also click on each advice item for more information.
You're on your own now - good luck!","Fantastico! È qui che ti darò consigli, avvisi e suggerimenti se ne avrai bisogno.
Puoi anche fare clic su ciascun elemento di avviso per ulteriori informazioni.
Ora sei da solo - buona fortuna!",
StoreDesc_New,,Enhanced entry from line 1565,"[img]{STEAM_APP_IMAGE}/extras/store_description_header.png[/img]
The Colonists is a relaxing settlement building game inspired by classic titles like The Settlers and the Anno series.

Take on a series of individual campaign missions, play randomly generated maps, compete on player-designed creations or build your colony unfettered by any constraints in the [b]sandbox mode[/b].

[img]{STEAM_APP_IMAGE}/extras/steam_stackbot1.gif[/img]

You take control of a team of self-replicating robots built to simulate human civilisation.  After escaping Earth, The Colonists are now free to roam the galaxy in search of a new home and construct their dream settlement.

[img]{STEAM_APP_IMAGE}/extras/steam_loadboat1.gif[/img]
You'll advance through three different Ages as you build infrastructure for your colony by constructing road, boat and train transport systems.

Harvest natural resources, set up farming and food production, create expeditions to discover new lands and research new technologies.

[img]{STEAM_APP_IMAGE}/extras/steam_fish1.gif[/img]
With two separate mission tracks, The Colonists lets either you create sprawling settlements in peace or race to compete against AI colonies in military winner-takes-all scenarios.

Explore, research, manage, tweak and refine to your heart's content.

[img]{STEAM_APP_IMAGE}/extras/sculpt_mini_2.gif[/img]

An extensive map editor and Steam Workshop support is included, so you can create, share and play custom maps.

[h2]Features[/h2]
[list]
[*][b]Campaign[/b]: 14 missions split into separate peaceful and military tracks
[*][b]Random Maps[/b]: Play on a near-infinite amount of procedurally generated maps
[*][b]Sandbox Mode[/b]: Customise various game settings to play the game how you like
[*][b]Steam Workshop[/b]: Play hundreds of player-generated custom maps
[*][b]Challenge Trophies[/b]: Special challenges which test the most expert colony builders
[*][b]Map Editor[/b]: create, play and share your own maps
[/list]","[img]{STEAM_APP_IMAGE}/extras/store_description_header.png[/img]
The Colonists è un rilassante gioco gestionale sulla costruzione di insediamenti ispirato a titoli classici come The Settlers e la serie Anno.

Affronta una serie di missioni, gioca mappe generate randomicamente, completa sfide create dai giocatori o costruisci la tua colonia liberamente nella [b]modalità sandbox[/b].

[img]{STEAM_APP_IMAGE}/extras/steam_stackbot1.gif[/img]

Prendi il controllo di un team di robot autoreplicanti creati per simulare la civiltà umana. Dopo essere fuggiti dalla Terra, i Coloni sono ora liberi di vagare per la galassia in cerca di una nuova casa per costruire il loro insediamento da sogno.

[img]{STEAM_APP_IMAGE}/extras/steam_loadboat1.gif[/img]
Avanzerai attraverso tre diverse epoche fabbricando infrastrutture per la tua colonia, costruendo sistemi di trasporto su strada, in barca e in treno.

Raccogli risorse naturali, avvia l'agricoltura e la produzione alimentare, crea spedizioni per scoprire nuove terre e ricercare nuove tecnologie.

[img]{STEAM_APP_IMAGE}/extras/steam_fish1.gif[/img]
Con due percorsi di missione separati, The Colonists ti consente di creare enormi insediamenti in pace o gareggiare per competere contro le colonie di intelligenza artificiale in scenari militari all'ultimo sangue.

Esplora, ricerca, gestisci, modifica e perfeziona in piena libertà quanto preferisci.

[img]{STEAM_APP_IMAGE}/extras/sculpt_mini_2.gif[/img]

È incluso un vasto editor di mappe e il supporto per lo Steam Workshop, in modo da poter creare, condividere e giocare mappe personalizzate.

[h2]Caratteristiche[/h2]
[list]
[*][b]Campagna[/b]: 14 missioni divise in percorsi pacifici e militari
[*][b]Mappe Random[/b]: Gioca una quantità pressoché infinita di mappe generate proceduralmente
[*][b]Modalità Sandbox[/b]: Personalizza le varie impostazioni di gioco per giocare come preferisci
[*][b]Steam Workshop[/b]: Gioca a centinaia di mappe personalizzate create dai giocatori
[*][b]Trofei delle Sfide[/b]: Sfide speciali che mettono alla prova i costruttori di colonia più esperti
[*][b]Editor di Mappe[/b]: Crea, gioca e condividi le tue mappe
[/list]",
